Date,Open,High,Low,Close,Volume
2025-06-10,600.22,603.47,599.09,603.08,"66,246,969"
2025-06-11,604.19,605.06,599.27,601.36,"73,658,234"
2025-06-12,600.01,603.75,599.52,603.75,"64,129,000"
2025-06-13,598.5,601.85,595.48,597.0,"89,506,000"
2025-06-16,600.4,604.45,600.22,602.68,"79,984,125"
2025-06-17,600.21,601.75,596.76,597.53,"82,209,367"
2025-06-18,598.44,601.22,596.47,597.44,"76,605,031"
2025-06-20,598.38,599.46,592.86,594.28,"94,051,367"
2025-06-23,595.04,600.54,591.89,600.15,"87,426,039"
2025-06-24,604.33,607.85,603.41,606.78,"67,735,289"
2025-06-25,607.91,608.61,605.54,607.12,"62,114,770"
2025-06-26,608.99,612.31,608.37,611.87,"78,548,359"
2025-06-27,612.88,616.39,610.83,614.91,"86,258,398"
2025-06-30,617.38,619.22,615.04,617.85,"92,502,547"
2025-07-01,616.36,618.83,615.52,617.65,"70,030,141"
2025-07-02,617.24,620.49,616.61,620.45,"66,510,367"
2025-07-03,622.45,626.28,622.43,625.34,"51,065,793"
2025-07-07,623.36,624.03,617.87,620.68,"74,814,516"
2025-07-08,621.35,622.11,619.52,620.34,"59,024,594"
2025-07-09,622.77,624.72,620.91,624.06,"66,113,328"
2025-07-10,624.2,626.87,623.01,625.82,"57,528,961"
2025-07-11,622.74,624.86,621.53,623.62,"63,670,230"
2025-07-14,623.16,625.16,621.8,624.81,"51,898,520"
2025-07-15,627.52,627.86,622.06,622.14,"74,317,266"
2025-07-16,623.74,624.73,618.05,624.22,"88,987,516"
2025-07-17,624.4,628.4,624.18,628.04,"68,885,680"
2025-07-18,629.3,629.47,626.46,627.58,"65,621,648"
2025-07-21,628.77,631.54,628.34,628.77,"63,374,980"
2025-07-22,629.1,629.73,626.19,628.86,"60,046,289"
2025-07-23,631.55,634.21,629.73,634.21,"70,511,039"
2025-07-24,634.6,636.15,633.99,634.42,"71,307,125"
2025-07-25,635.09,637.58,634.84,637.1,"56,865,359"
2025-07-28,637.48,638.04,635.54,636.94,"54,917,102"
2025-07-29,638.35,638.67,634.34,635.26,"60,556,281"
2025-07-30,635.92,637.68,631.54,634.46,"80,418,852"
2025-07-31,639.46,639.85,630.77,632.08,"103,385,203"
2025-08-01,626.3,626.34,619.29,621.72,"140,103,594"
2025-08-04,625.67,631.22,625.58,631.17,"73,218,016"
2025-08-05,631.79,632.61,627.04,627.97,"68,051,398"
2025-08-06,629.05,633.44,628.13,632.78,"64,357,527"
2025-08-07,636.24,636.98,629.11,632.25,"74,205,789"
2025-08-08,634.06,637.65,633.74,637.18,"64,051,633"
2025-08-11,637.46,638.95,634.66,635.92,"58,742,301"
2025-08-12,638.29,642.85,636.79,642.69,"64,821,801"
2025-08-13,644.91,646.19,642.68,644.89,"60,092,793"
2025-08-14,642.79,645.62,642.34,644.95,"59,327,473"
2025-08-15,645.99,646.09,642.52,643.44,"68,592,516"
2025-08-18,642.86,644.0,642.18,643.3,"43,804,910"
2025-08-19,643.12,644.11,638.48,639.81,"69,750,727"
2025-08-20,639.4,639.66,632.95,638.11,"88,890,305"
2025-08-21,636.28,637.97,633.81,635.55,"54,805,781"
2025-08-22,637.76,646.5,637.25,645.31,"84,083,211"
2025-08-25,644.04,645.29,642.35,642.47,"51,274,328"
2025-08-26,642.2,645.51,641.57,645.16,"51,581,566"
2025-08-27,644.57,647.37,644.42,646.63,"48,341,070"
2025-08-28,647.24,649.48,645.34,648.92,"61,519,461"
2025-08-29,647.47,647.84,643.14,645.05,"74,522,195"
2025-09-02,637.5,640.49,634.92,640.27,"81,983,555"
2025-09-03,642.67,644.21,640.46,643.74,"70,820,898"
2025-09-04,644.42,649.15,643.51,649.12,"65,219,230"
2025-09-05,651.48,652.21,643.33,647.24,"85,178,945"
2025-09-08,648.62,649.84,647.23,648.83,"63,133,102"
2025-09-09,648.97,650.86,647.22,650.33,"66,133,859"
2025-09-10,653.62,654.55,650.63,652.21,"78,034,531"
2025-09-11,654.18,658.33,653.59,657.63,"69,934,359"
2025-09-12,657.6,659.11,656.9,657.41,"72,780,141"
2025-09-15,659.64,661.04,659.34,660.91,"63,772,406"
2025-09-16,661.47,661.78,659.21,660.0,"61,168,953"
2025-09-17,660.01,661.72,654.3,659.18,"101,952,203"
2025-09-18,661.89,664.89,660.27,662.26,"90,459,242"
2025-09-19,662.33,664.55,660.37,663.7,"97,945,617"
2025-09-22,662.2,667.29,662.17,666.84,"69,452,203"
2025-09-23,666.72,667.34,661.98,663.21,"81,708,875"
2025-09-24,664.51,664.61,659.67,661.1,"68,082,234"
2025-09-25,657.94,659.41,654.41,658.05,"89,622,070"
2025-09-26,659.51,662.37,657.88,661.82,"69,179,211"
2025-09-29,664.36,665.28,661.86,663.68,"73,499,023"
2025-09-30,662.93,666.65,661.61,666.18,"86,288,031"
2025-10-01,663.17,669.37,663.06,668.45,"72,545,367"
2025-10-02,670.45,670.57,666.78,669.22,"56,895,992"
2025-10-03,669.99,672.68,668.16,669.21,"70,494,352"
2025-10-06,671.62,672.51,669.46,671.61,"54,623,262"
2025-10-07,672.54,672.99,667.67,669.12,"72,020,070"
2025-10-08,670.25,673.21,669.42,673.11,"60,702,238"
2025-10-09,673.53,673.94,669.21,671.16,"66,501,938"
2025-10-10,672.13,673.95,652.84,653.02,"159,422,594"
2025-10-13,660.65,665.13,659.77,663.04,"79,560,523"
2025-10-14,657.17,665.83,653.17,662.23,"88,779,562"
2025-10-15,666.82,670.23,658.93,665.17,"81,702,562"
2025-10-16,666.82,668.71,657.11,660.64,"110,563,297"
2025-10-17,659.5,665.76,658.14,664.39,"96,500,875"
2025-10-20,667.32,672.21,667.27,671.3,"60,493,352"
2025-10-21,671.44,672.99,669.98,671.29,"56,249,031"
2025-10-22,672.0,672.0,663.3,667.8,"80,564,008"
2025-10-23,668.12,672.71,667.8,671.76,"65,604,461"
2025-10-24,676.46,678.47,675.65,677.25,"74,356,531"
2025-10-27,682.73,685.54,682.12,685.24,"63,339,793"
2025-10-28,687.05,688.91,684.83,687.06,"61,738,070"
2025-10-29,688.72,689.7,682.87,687.39,"85,362,211"
2025-10-30,683.9,685.94,679.83,679.83,"76,335,750"
2025-10-31,685.04,685.08,679.24,682.06,"87,164,117"
2025-11-03,685.67,685.8,679.94,683.34,"57,315,031"
2025-11-04,676.11,679.96,674.58,675.24,"78,426,969"
2025-11-05,674.98,680.86,674.17,677.58,"74,402,383"
2025-11-06,676.47,677.38,668.72,670.31,"85,035,297"
2025-11-07,667.91,671.08,661.21,670.97,"100,592,398"
2025-11-10,677.24,682.18,675.03,681.44,"75,842,891"
2025-11-11,679.95,683.57,678.73,683.0,"58,953,391"
2025-11-12,684.79,684.96,680.95,683.38,"62,312,480"
2025-11-13,680.5,680.86,670.52,672.04,"103,457,797"
2025-11-14,665.38,675.66,663.27,671.93,"96,846,672"
2025-11-17,669.7,673.71,662.17,665.67,"90,456,109"
2025-11-18,662.1,665.12,655.86,660.08,"114,467,508"
2025-11-19,660.78,667.34,658.75,662.63,"94,702,961"
2025-11-20,672.91,675.56,651.89,652.53,"165,293,500"
2025-11-21,655.05,664.55,650.85,659.03,"123,956,203"
2025-11-24,662.69,670.06,661.59,668.73,"80,437,938"
2025-11-25,668.63,676.21,664.48,675.02,"81,077,086"
2025-11-26,677.63,681.7,676.72,679.68,"71,879,602"
2025-11-28,680.86,683.67,680.5,683.39,"49,088,300"
2025-12-01,678.81,682.99,678.74,680.27,"59,503,700"
2025-12-02,681.92,683.82,679.33,681.53,"62,953,840"
2025-12-03,680.57,684.91,679.69,683.89,"57,238,480"
2025-12-04,685.3,685.37,681.34,684.39,"61,970,340"
2025-12-05,685.47,688.39,684.58,685.69,"79,241,047"
2025-12-08,686.59,686.64,681.57,683.63,"55,231,461"
2025-12-09,683.15,685.39,682.59,683.04,"58,310,059"
2025-12-10,682.56,688.97,681.31,687.57,"85,671,328"
2025-12-11,685.14,689.25,682.17,689.17,"86,173,680"
2025-12-12,688.17,688.88,679.17,681.76,"113,160,305"
2025-12-15,685.74,685.76,679.25,680.73,"90,810,953"
2025-12-16,679.23,681.08,674.98,678.87,"122,030,602"
2025-12-17,679.89,680.44,671.2,671.4,"110,625,203"
2025-12-18,677.6,680.74,674.9,676.47,"108,650,094"
2025-12-19,676.59,681.09,676.47,680.59,"103,599,508"
2025-12-22,683.94,685.36,680.59,684.83,"69,556,727"
2025-12-23,683.92,688.2,683.87,687.96,"64,839,953"
2025-12-24,687.95,690.83,687.8,690.38,"39,445,559"
2025-12-26,690.64,691.66,689.27,690.31,"41,613,352"
2025-12-29,687.54,689.2,686.07,687.85,"62,559,500"
2025-12-30,687.45,688.56,686.58,687.01,"47,160,672"
2025-12-31,687.14,687.36,681.71,681.92,"74,144,797"
2026-01-02,685.71,686.87,679.82,683.17,"89,377,203"
2026-01-05,686.54,689.43,686.38,687.72,"71,927,195"
2026-01-06,687.93,692.32,687.78,691.81,"69,273,828"
2026-01-07,692.19,693.96,689.32,689.58,"75,588,336"
2026-01-08,688.82,690.62,687.49,689.51,"64,019,199"
2026-01-09,690.63,695.31,689.18,694.07,"80,125,469"
2026-01-12,690.68,696.09,690.63,695.16,"63,976,000"
2026-01-13,695.49,696.09,691.35,693.77,"78,309,727"
2026-01-14,691.0,691.72,686.04,690.36,"94,676,680"
2026-01-15,694.57,695.45,691.25,692.24,"77,861,969"
2026-01-16,693.66,694.25,690.1,691.66,"79,289,203"
2026-01-20,681.49,684.77,676.57,677.58,"111,623,297"
2026-01-21,679.65,688.74,678.13,685.4,"127,844,492"
2026-01-22,689.85,691.13,686.92,688.98,"77,112,242"
2026-01-23,688.15,690.96,687.16,689.23,"63,059,578"
2026-01-26,690.49,694.13,689.92,692.73,"60,473,809"
2026-01-27,694.18,696.53,693.57,695.49,"55,506,152"
2026-01-28,697.05,697.84,693.94,695.42,"61,172,168"
2026-01-29,696.39,697.06,684.83,694.04,"97,486,203"
2026-01-30,691.79,694.21,687.12,691.97,"101,835,102"
2026-02-02,689.58,696.93,689.43,695.41,"79,286,523"
2026-02-03,696.21,696.96,684.03,689.53,"107,904,602"
2026-02-04,690.35,691.45,681.76,686.19,"105,204,602"
2026-02-05,680.94,683.69,675.79,677.62,"113,610,797"
2026-02-06,681.46,692.31,680.85,690.62,"89,127,570"
2026-02-09,689.42,695.87,688.34,693.95,"73,885,195"
2026-02-10,694.95,696.54,691.66,692.12,"65,185,727"
2026-02-11,696.39,697.14,689.18,691.96,"76,353,875"
2026-02-12,694.24,695.35,680.37,681.27,"118,829,000"
2026-02-13,681.69,686.28,677.52,681.75,"96,267,484"
2026-02-17,680.14,684.94,675.78,682.85,"81,354,656"
2026-02-18,684.02,689.15,682.83,686.29,"73,570,336"
2026-02-19,683.84,686.18,681.55,684.48,"58,649,359"
2026-02-20,682.32,690.06,681.73,689.43,"100,034,000"
2026-02-23,687.83,690.0,680.37,682.39,"90,558,086"
2026-02-24,681.9,688.35,680.0,687.35,"73,798,727"
2026-02-25,690.18,693.68,690.1,693.15,"56,369,480"
2026-02-26,693.28,693.3,684.35,689.3,"71,670,992"
2026-02-27,683.09,686.86,681.64,685.99,"83,308,875"
2026-03-02,678.7,688.62,678.02,686.38,"87,477,203"
2026-03-03,675.06,682.61,669.66,680.33,"105,003,102"
2026-03-04,681.63,687.09,679.62,685.13,"79,182,242"
2026-03-05,682.08,685.53,675.61,681.31,"106,606,492"
2026-03-06,673.41,676.11,669.76,672.38,"100,687,000"
